COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,TXT_OBS_03_EDIC,TXT_OBS_04_EDIC,TXT_OBS_05_EDIC,TXT_OBS_06_EDIC,TXT_OBS_07_EDIC,TXT_OBS_08_EDIC,TXT_OBS_09_EDIC,COD_SET_ZON_2,COD_QDR_ZON_2,COD_TIP_QDR_ZON,TXT_ZON_FINL,TXT_OBS_01_ZON,TXT_OBS_02_ZON,TXT_OBS_03_ZON,TXT_OBS_04_ZON
"058","109","021504","00","0048",PE,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"058","109",HE,"PE ZM ; PE QA / 6 ; PE MA / 2 ; BRANCO",,,,
"058","109","021504","00","0049",PE,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"058","109",HE,"PE ZM ; PE QA / 6 ; PE MA / 2 ; BRANCO",,,,
"059","022","050326","00","0084",PE,"1",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","022",HE,"PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","022","050326","00","0085",PE,"1",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","022",HE,"PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","022","050326","00","0086",PE,"1",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","022",HE,"PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"056","021","200581","00","0058",AR,"3",S,S,ZEUP,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"056","021",HE,"AR ZEUP ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"059","039","111066","00","0185",PE,"1",S,S,ZC,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","039",HE,"PE ZC ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","039","111066","00","0186",PE,"1",S,S,ZC,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","039",HE,"PE ZC ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","074","079871","00","0169",PE,"1",S,S,ZEU,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","074",HE,"PE ZEU ; PE QA / 6 ; PE MA / 2 ; BRANCO",,,,
"059","205","145394","00","0056",PE,"3",S,S,ZC,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","205",HE,"PE ZC ; PE ZM ; PE QA / 6 ; PE MA / 2 ; BRANCO",,,,
"059","296","106070","00","0193",PE,"1",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","296",HE,"PE ZC ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","296","106070","00","0194",PE,"1",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","296",HE,"PE ZC ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","296","106070","00","0195",PE,"1",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","296",HE,"PE ZC ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","296","106070","00","0196",PE,"1",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","296",HE,"PE ZC ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","296","167436","00","0191",PE,"1",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","296",HE,"PE ZC ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","296","167436","00","0192",PE,"1",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","296",HE,"PE ZC ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"059","203","187240","00","0127",PE,"1",S,S,ZEUP,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"059","203",HE,"PE ZEUP ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"060","050","036633","00","0050",PE,"2",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"060","050",HE,"PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"060","112","077038","00","0368",PE,"2",S,S,ZEUP,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"060","112",HE,"PE ZEIS-1 ; PE ZEIS-5 ; PE ZEUP ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"060","112","077038","00","0369",PE,"1",S,S,ZEUP,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"060","112",HE,"PE ZEIS-1 ; PE ZEIS-5 ; PE ZEUP ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"060","112","077038","00","0370",PE,"1",S,S,ZEUP,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"060","112",HE,"PE ZEIS-1 ; PE ZEIS-5 ; PE ZEUP ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"061","075","094030","00","0273",PE,"1",S,S,ZEIS-5,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"061","075",HE,"PE ZEIS-5 ; PE QA / 2 ; PE MA / 8 ; PE ZEPEC ; BRANCO","ABERTURA DE PROCESSO DE TOMBAMENTO.;",,,
"061","095","180025","00","0315",PE,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"061","095",HE,"PE ZEIS-5 ; PE ZM ; PE QA / 6 ; PE MA / 2 ; BRANCO",,,,
"061","095","180025","00","0316",PE,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"061","095",HE,"PE ZEIS-5 ; PE ZM ; PE QA / 6 ; PE MA / 2 ; BRANCO",,,,
"100","086","161950","00","0156",VP,"1",S,S,ZEUP,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"100","086",HE,"VP ZEUP ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"100","019","165735","00","0057",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"100","019",HE,"VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"100","019","165735","00","0058",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"100","019",HE,"VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"100","086","161950","00","0157",VP,"1",S,S,ZEUP,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"100","086",HE,"VP ZEUP ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"100","086","161950","00","0158",VP,"1",S,S,ZEUP,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"100","086",HE,"VP ZEUP ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"117","131","173355","00","0044",SB,"1",S,S,ZM,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","131",HE,"SB ZM ; SB QA / 9 ; SB MA / 3 ; BRANCO",,,,
"117","131","173355","00","0045",SB,"1",S,S,ZM,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","131",HE,"SB ZM ; SB QA / 9 ; SB MA / 3 ; BRANCO",,,,
"117","192","091510","00","0067",SB,"1",S,S,ZM,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","192",HE,"SB ZC ; SB ZM ; SB QA / 9 ; SB MA / 3 ; BRANCO",,,,
"117","192","091510","00","0068",SB,"1",S,S,ZM,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","192",HE,"SB ZC ; SB ZM ; SB QA / 9 ; SB MA / 3 ; BRANCO",,,,
"117","321","172081","00","0065",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","321",HE,"VP ZC ; VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"117","321","172081","00","0066",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","321",HE,"VP ZC ; VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"113","213","140686","00","0028",PE,"1",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","213",HE,"PE ZEU ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"113","213","140686","00","0029",PE,"1",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","213",HE,"PE ZEU ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"117","337","213578","00","0057",SB,"1",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","337",HE,"SB ZEU ; SB QA / 9 ; SB MA / 3 ; BRANCO",,,,
"117","337","213578","00","0058",SB,"1",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","337",HE,"SB ZEU ; SB QA / 9 ; SB MA / 3 ; BRANCO",,,,
"117","337","213578","00","0059",SB,"1",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","337",HE,"SB ZEU ; SB QA / 9 ; SB MA / 3 ; BRANCO",,,,
"118","279","036897","00","0053",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","279",HE,"VP ZC ; VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"118","279","036897","00","0054",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","279",HE,"VP ZC ; VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"118","283","034975","00","0079",VP,"1",S,S,ZEU,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","283",HE,"VP ZEU ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"118","283","034975","00","0080",VP,"1",S,S,ZEU,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","283",HE,"VP ZEU ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"118","283","034975","00","0081",VP,"1",S,S,ZEU,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","283",HE,"VP ZEU ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"118","283","034975","00","0082",VP,"1",S,S,ZEU,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","283",HE,"VP ZEU ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"118","350","784699","00","0036",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","350",HE,"VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"118","350","784699","00","0037",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","350",HE,"VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"118","350","784699","00","0038",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","350",HE,"VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"118","350","784699","00","0039",VP,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"118","350",HE,"VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"116","256","696064","00","0077",AR,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","256",HE,"AR ZM ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"116","256","696064","00","0078",AR,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","256",HE,"AR ZM ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"116","369","198811","00","0063",AR,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","369",HE,"AR ZM ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"116","369","198811","00","0064",AR,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","369",HE,"AR ZM ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"116","369","198811","00","0065",AR,"2",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","369",HE,"AR ZM ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"117","131","004529","00","0046",SB,"1",S,S,ZM,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"117","131",HE,"SB ZM ; SB QA / 9 ; SB MA / 3 ; BRANCO",,,,
"130","205","241377","00","0047",PE,"3",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"130","205",HE,"PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"130","205","241377","00","0048",PE,"3",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"130","205",HE,"PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"130","205","241377","00","0049",PE,"3",S,S,ZM,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"130","205",HE,"PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"100","095","190896","00","0057",VP,"2",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"100","095",HE,"VP ZM ; VP QA / 6 ; VP MA / 2 ; BRANCO",,,,
"110","507","025313","00","0328",PE,"3",S,S,ZEIS-5,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"110","507",HE,"PE ZEIS-1 ; PE ZEIS-5 ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"110","507","127221","00","0329",PE,"1",S,S,ZEIS-5,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"110","507",HE,"PE ZEIS-1 ; PE ZEIS-5 ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"110","507","127221","00","0330",PE,"3",S,S,ZEIS-5,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"110","507",HE,"PE ZEIS-1 ; PE ZEIS-5 ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"110","507","127221","00","0331",PE,"2",S,S,ZEIS-5,0,,,0,0,S,QA,2,,,0,0,MA,8,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"110","507",HE,"PE ZEIS-1 ; PE ZEIS-5 ; PE ZM ; PE QA / 2 ; PE MA / 8 ; BRANCO",,,,
"142","075","739871","00","0099",PE,"2",S,S,ZM,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"142","075",HE,"PE ZM ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"142","075","739871","00","0100",PE,"1",S,S,ZM,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"142","075",HE,"PE ZM ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"142","075","739871","00","0101",PE,"1",S,S,ZM,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"142","075",HE,"PE ZM ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"113","016","038563","00","0057",PE,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","016",HE,"PE ZM ; PE QA / 6 ; PE MA / 2 ; BRANCO",,,,
"113","016","038563","00","0058",PE,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","016",HE,"PE ZM ; PE QA / 6 ; PE MA / 2 ; BRANCO",,,,
"113","016","038563","00","0059",PE,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","016",HE,"PE ZM ; PE QA / 6 ; PE MA / 2 ; BRANCO",,,,
"113","230","090204","00","0048",PE,"2",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","230",HE,"PE ZEU ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"113","230","090204","00","0049",PE,"1",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","230",HE,"PE ZEU ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"113","230","774260","00","0047",PE,"1",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","230",HE,"PE ZEU ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"113","272","068888","00","0069",PE,"1",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","272",HE,"PE ZEU ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"113","272","068888","00","0070",PE,"1",S,S,ZEU,0,,,0,0,S,QA,9,,,0,0,MA,3,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","272",HE,"PE ZEU ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"113","486","070297","00","0056",PE,"1",S,S,ZC,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","486",HE,"PE ZM ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"113","486","070297","00","0057",PE,"1",S,S,ZC,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","486",HE,"PE ZM ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"113","486","070297","00","0058",PE,"1",S,S,ZC,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"113","486",HE,"PE ZM ; PE QA / 9 ; PE MA / 3 ; BRANCO",,,,
"116","099","073253","00","0149",AR,"2",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","099",HE,"AR ZM ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"116","099","105023","00","0150",AR,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","099",HE,"AR ZM ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"116","446","603678","00","0031",AR,"1",S,S,ZC,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","446",HE,"AR ZC ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"116","446","603678","00","0032",AR,"1",S,S,ZC,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","446",HE,"AR ZC ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"116","541","073253","00","0142",AR,"2",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","541",HE,"AR ZM ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
"116","541","073253","00","0143",AR,"1",S,S,ZM,0,,,0,0,S,QA,6,,,0,0,MA,2,,L,16050,2014,,0,,,0,0,,0,,,0,0,,0,,,0,0,,,,,,,,,,,"116","541",HE,"AR ZM ; AR QA / 6 ; AR MA / 2 ; BRANCO",,,,
